Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03 00:00:00-05:00,2.5850000381469727,2.669642925262451,2.580357074737549,2.669642925262451,2.272181987762451,807234400
2006-01-04 00:00:00-05:00,2.683213949203491,2.713571071624756,2.6607139110565186,2.677500009536743,2.278869152069092,619603600
2006-01-05 00:00:00-05:00,2.672499895095825,2.674999952316284,2.6339290142059326,2.6564290523529053,2.2609360218048096,449422400
2006-01-06 00:00:00-05:00,2.6875,2.739285945892334,2.6624999046325684,2.7249999046325684,2.319298267364502,704457600
2006-01-09 00:00:00-05:00,2.740356922149658,2.757143020629883,2.7049999237060547,2.7160708904266357,2.311697483062744,675040800
2006-01-10 00:00:00-05:00,2.7232139110565186,2.924643039703369,2.708214044570923,2.887856960296631,2.4579081535339355,2279869200
2006-01-11 00:00:00-05:00,2.994286060333252,3.0285708904266357,2.9496428966522217,2.996428966522217,2.5503156185150146,1493794400
2006-01-12 00:00:00-05:00,3.0346429347991943,3.085714101791382,2.98642897605896,3.010356903076172,2.5621705055236816,1280809600
2006-01-13 00:00:00-05:00,3.0353569984436035,3.0717859268188477,3.0214290618896484,3.056786060333252,2.601686477661133,776305600
2006-01-17 00:00:00-05:00,3.06071400642395,3.0850000381469727,2.995357036590576,3.0253570079803467,2.574936866760254,835623600
2006-01-18 00:00:00-05:00,2.9671430587768555,3.00178599357605,2.9232139587402344,2.946070909500122,2.5074543952941895,1200637200
2006-01-19 00:00:00-05:00,2.9017860889434814,2.916429042816162,2.812143087387085,2.822856903076172,2.402585029602051,1695848000
2006-01-20 00:00:00-05:00,2.8314290046691895,2.8585710525512695,2.708214044570923,2.7174999713897705,2.3129143714904785,1134758800
2006-01-23 00:00:00-05:00,2.7178568840026855,2.8414289951324463,2.7142860889434814,2.7739291191101074,2.3609416484832764,1059730000
2006-01-24 00:00:00-05:00,2.812856912612915,2.8364291191101074,2.706070899963379,2.7157139778137207,2.311394214630127,1142254400
2006-01-25 00:00:00-05:00,2.7639288902282715,2.767857074737549,2.6160709857940674,2.6500000953674316,2.255462884902954,1275786400
2006-01-26 00:00:00-05:00,2.6617860794067383,2.6939289569854736,2.5689289569854736,2.583214044570923,2.1986212730407715,1181387200
2006-01-27 00:00:00-05:00,2.6053569316864014,2.628571033477783,2.539285898208618,2.572499990463257,2.1895017623901367,953864800
2006-01-30 00:00:00-05:00,2.541785955429077,2.7357139587402344,2.5310709476470947,2.6785709857940674,2.279780626296997,1398401200
2006-01-31 00:00:00-05:00,2.6964290142059326,2.726428985595703,2.6339290142059326,2.6967859268188477,2.2952840328216553,913542000
2006-02-01 00:00:00-05:00,2.676785945892334,2.7307140827178955,2.6657140254974365,2.693571090698242,2.292548179626465,521186400
2006-02-02 00:00:00-05:00,2.682142972946167,2.6914288997650146,2.573214054107666,2.575000047683716,2.191629648208618,707322000
2006-02-03 00:00:00-05:00,2.5799999237060547,2.5996429920196533,2.5371429920196533,2.566071033477783,2.1840295791625977,692123600
2006-02-06 00:00:00-05:00,2.572143077850342,2.5896430015563965,2.383570909500122,2.4035708904266357,2.045722723007202,1651767600
2006-02-07 00:00:00-05:00,2.438214063644409,2.481429100036621,2.3814289569854736,2.414285898208618,2.0548434257507324,1388830800
2006-02-08 00:00:00-05:00,2.446070909500122,2.4671430587768555,2.357142925262451,2.4574999809265137,2.091623306274414,953114400
2006-02-09 00:00:00-05:00,2.4678568840026855,2.4725000858306885,2.304642915725708,2.319643020629883,1.9742902517318726,1149764000
2006-02-10 00:00:00-05:00,2.32785701751709,2.416785955429077,2.246428966522217,2.4039289951324463,2.0460281372070312,1760477600
2006-02-13 00:00:00-05:00,2.379642963409424,2.3839290142059326,2.3085711002349854,2.3110709190368652,1.9669954776763916,883498000
2006-02-14 00:00:00-05:00,2.325000047683716,2.432142972946167,2.3214290142059326,2.4157140254974365,2.056058883666992,1160938800
2006-02-15 00:00:00-05:00,2.398571014404297,2.48642897605896,2.3839290142059326,2.4721429347991943,2.10408616065979,1159771200
2006-02-16 00:00:00-05:00,2.496786117553711,2.5360710620880127,2.481429100036621,2.5203568935394287,2.1451210975646973,948175200
2006-02-17 00:00:00-05:00,2.510714054107666,2.5317859649658203,2.4860711097717285,2.510356903076172,2.136611223220825,575999200
2006-02-21 00:00:00-05:00,2.521070957183838,2.5285708904266357,2.45285701751709,2.4671430587768555,2.099830389022827,779606800
2006-02-22 00:00:00-05:00,2.4642860889434814,2.559643030166626,2.4285709857940674,2.54714298248291,2.1679205894470215,978238800
2006-02-23 00:00:00-05:00,2.5639290809631348,2.607142925262451,2.5510709285736084,2.5625,2.18099045753479,856917600
2006-02-24 00:00:00-05:00,2.5764288902282715,2.6032140254974365,2.5428569316864014,2.552143096923828,2.172175407409668,534744000
2006-02-27 00:00:00-05:00,2.571070909500122,2.575714111328125,2.523214101791382,2.5353569984436035,2.157888650894165,791240800
2006-02-28 00:00:00-05:00,2.556428909301758,2.585714101791382,2.432142972946167,2.446070909500122,2.0818960666656494,1266980400
2006-03-01 00:00:00-05:00,2.458570957183838,2.481786012649536,2.429286003112793,2.4678568840026855,2.1004390716552734,763817600
2006-03-02 00:00:00-05:00,2.4639289379119873,2.499643087387085,2.452500104904175,2.4860711097717285,2.115940809249878,625273600
2006-03-03 00:00:00-05:00,2.4785709381103516,2.496786117553711,2.4117860794067383,2.4185709953308105,2.058490037918091,737668400
2006-03-06 00:00:00-05:00,2.4175000190734863,2.4185709953308105,2.3192861080169678,2.338571071624756,1.9904006719589233,912665600
2006-03-07 00:00:00-05:00,2.3485710620880127,2.3892860412597656,2.3242859840393066,2.3682138919830322,2.015630006790161,872877600
2006-03-08 00:00:00-05:00,2.367500066757202,2.4000000953674316,2.3339290618896484,2.3450000286102295,1.9958723783493042,653251200
2006-03-09 00:00:00-05:00,2.356429100036621,2.373929023742676,2.2789289951324463,2.2832140922546387,1.9432851076126099,799304800
2006-03-10 00:00:00-05:00,2.2874999046325684,2.3032140731811523,2.2303569316864014,2.2567861080169678,1.920792579650879,1043142800
2006-03-13 00:00:00-05:00,2.323214054107666,2.367142915725708,2.3139290809631348,2.3457140922546387,1.996480107307434,861187600
